原片材质,原片序号,产品id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
ZQB-0218S,0,30524,0,0,1151.0,2101.0
ZQB-0218S,0,30484,0,2101.0,714.9,339.0
ZQB-0218S,0,30985,1151.0,0,58.0,1090.0
ZQB-0218S,0,30974,1151.0,1090.0,58.0,942.0
ZQB-0218S,1,30820,0,0,961.0,1262.0
ZQB-0218S,1,30517,0,1262.0,901.5,1090.0
ZQB-0218S,1,30980,0,2352.0,862.0,58.0
ZQB-0218S,1,30881,961.0,0,258.0,825.0
ZQB-0218S,1,30624,961.0,825.0,258.0,834.0
ZQB-0218S,1,30320,961.0,1659.0,258.0,460.0
ZQB-0218S,1,30386,961.0,2119.0,257.0,262.0
ZQB-0218S,2,30984,0,0,960.0,1701.5
ZQB-0218S,2,30589,0,1701.5,812.0,734.0
ZQB-0218S,2,30676,960.0,0,248.0,2173.0
ZQB-0218S,2,30284,960.0,2173.0,238.0,158.0
ZQB-0218S,3,30538,0,0,942.0,2001.0
ZQB-0218S,3,30767,0,2001.0,711.0,439.0
ZQB-0218S,3,30533,942.0,0,278.0,1198.0
ZQB-0218S,3,30372,942.0,1198.0,278.0,402.0
ZQB-0218S,3,30318,942.0,1600.0,278.0,403.0
ZQB-0218S,3,30790,942.0,2003.0,270.5,411.0
ZQB-0218S,4,30909,0,0,927.0,2341.0
ZQB-0218S,4,30774,0,2341.0,613.0,92.5
ZQB-0218S,4,30430,927.0,0,291.0,697.0
ZQB-0218S,4,30821,927.0,697.0,289.0,405.0
ZQB-0218S,4,30671,927.0,1102.0,289.0,315.5
ZQB-0218S,4,30264,927.0,1417.5,289.0,405.0
ZQB-0218S,4,30336,927.0,1822.5,288.0,369.0
ZQB-0218S,4,30461,927.0,2191.5,280.0,222.0
ZQB-0218S,5,30968,0,0,847.0,2396.0
ZQB-0218S,5,30722,0,2396.0,604.0,38.0
ZQB-0218S,5,30452,847.0,0,370.0,701.5
ZQB-0218S,5,30576,847.0,701.5,369.5,800.0
ZQB-0218S,5,30812,847.0,1501.5,369.0,658.0
ZQB-0218S,5,30620,847.0,2159.5,362.0,259.0
ZQB-0218S,6,30542,0,0,812.0,1037.5
ZQB-0218S,6,30621,0,1037.5,810.0,906.5
ZQB-0218S,6,30884,0,1944.0,578.0,472.0
ZQB-0218S,6,30773,812.0,0,405.0,2391.0
ZQB-0218S,7,30573,0,0,810.0,1951.0
ZQB-0218S,7,30469,0,1951.0,762.0,480.0
ZQB-0218S,7,30215,810.0,0,410.0,2034.0
ZQB-0218S,7,30592,810.0,2034.0,395.0,395.0
ZQB-0218S,8,30329,0,0,763.0,1918.5
ZQB-0218S,8,30555,0,1918.5,654.5,506.0
ZQB-0218S,8,30703,763.0,0,456.0,1008.0
ZQB-0218S,8,30696,763.0,1008.0,455.0,601.5
ZQB-0218S,8,30536,763.0,1609.5,455.0,713.0
ZQB-0218S,8,30227,763.0,2322.5,443.0,58.0
ZQB-0218S,8,30615,763.0,2380.5,438.0,38.0
ZQB-0218S,9,30612,0,0,762.0,1931.0
ZQB-0218S,9,30247,0,1931.0,637.0,509.0
ZQB-0218S,9,30521,762.0,0,458.0,1503.0
ZQB-0218S,9,30308,762.0,1503.0,458.0,819.0
ZQB-0218S,9,30858,762.0,2322.0,438.0,118.0
ZQB-0218S,10,30878,0,0,754.0,2026.0
ZQB-0218S,10,30599,0,2026.0,659.5,411.3
ZQB-0218S,10,30829,754.0,0,462.0,821.0
ZQB-0218S,10,30350,754.0,821.0,461.0,844.5
ZQB-0218S,10,30361,754.0,1665.5,460.0,704.5
ZQB-0218S,10,30382,754.0,2370.0,454.0,58.0
ZQB-0218S,11,30813,0,0,744.5,1032.0
ZQB-0218S,11,30702,0,1032.0,742.0,1367.0
ZQB-0218S,11,30741,0,2399.0,698.0,38.0
ZQB-0218S,11,30877,744.5,0,468.0,644.5
ZQB-0218S,11,30512,744.5,644.5,468.0,514.0
ZQB-0218S,11,30992,744.5,1158.5,462.5,475.0
ZQB-0218S,11,30957,744.5,1633.5,460.0,554.0
ZQB-0218S,11,30532,744.5,2187.5,404.0,239.0
ZQB-0218S,12,30453,0,0,736.0,2281.0
ZQB-0218S,12,30835,0,2281.0,682.5,156.5
ZQB-0218S,12,30465,736.0,0,482.5,942.0
ZQB-0218S,12,30445,736.0,942.0,482.5,942.0
ZQB-0218S,12,30230,736.0,1884.0,478.0,519.0
